state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total ICU Beds,Total LL,Total UL,Deaths,Negative tests,Positive Tests,Total Tests,
KS,2020-07-06,671,635,708,52.37,44.48,60.26,1282,1277,1287,280,185318,16901,202219,
KY,2020-07-06,1536,1467,1606,68.43,58.57,78.28,2246,2160,2331,593,382563,17152,399715,
LA,2020-07-06,2208,2147,2268,99.3,88.34,110.26,2223,2117,2329,3296,747318,66327,813645,
MA,2020-07-06,897,878,916,46.2,41.37,51.03,1941,1886,1997,8198,789280,110137,1168234,
MD,2020-07-06,1018,1011,1024,74.55,0,0,1365,1365,1365,3246,517457,69904,718781,
ME,2020-07-06,242,242,243,60.17,46.22,74.12,403,367,439,109,106127,3423,109550,
MI,2020-07-06,2060,2059,2060,67.01,66.87,67.16,3074,3071,3076,6221,1086094,73269,1159363,
MN,2020-07-06,962,962,962,58.44,58.32,58.57,1646,1645,1647,1511,641124,38569,679693,
MO,2020-07-06,1643,1643,1643,55.64,55.03,56.24,2953,2941,2965,1028,402889,23856,528835,
MS,2020-07-06,679,672,686,70.24,67.94,72.55,967,958,976,1114,283431,31257,314688,
MT,2020-07-06,145,145,145,45.6,44.69,46.5,318,316,320,23,101677,1249,102926,
NC,2020-07-06,1857,1778,1935,59.34,50.7,67.98,3129,3014,3243,1398,977317,74529,1051846,
ND,2020-07-06,126,126,127,35.49,35.16,35.81,356,356,356,89,109733,3843,198310,
NE,2020-07-06,471,471,471,50.46,50.31,50.61,934,933,935,284,171811,19929,239498,
NH,2020-07-06,173,169,177,51.34,43.3,59.37,337,320,354,381,119338,5897,166872,
NJ,2020-07-06,1252,1204,1301,54.3,44.51,64.08,2307,2182,2431,15138,1375598,174777,1550375,
NM,2020-07-06,191,188,194,55.2,52.86,57.55,346,344,348,515,366733,13507,380240,
NV,2020-07-06,857,838,876,70.36,58.47,82.25,1218,1136,1300,537,288572,22909,395211,
NY,2020-07-06,4055,3976,4134,55.38,51.44,59.32,7322,7200,7445,24913,3890482,397649,4288131,
OH,2020-07-06,2921,2887,2954,61.58,58.6,64.56,4743,4673,4812,2927,887973,57956,945929,
OK,2020-07-06,959,953,965,63.45,62.2,64.7,1511,1504,1518,399,348789,16362,365151,
OR,2020-07-06,583,567,598,63.41,55.59,71.23,919,881,957,215,253971,10230,408109,
PA,2020-07-06,3391,3317,3465,75.19,70.35,80.02,4510,4436,4584,6754,743020,90304,833324,
RI,2020-07-06,202,175,229,84.78,50.58,118.99,238,207,269,960,144551,17163,271658,
SC,2020-07-06,1196,1196,1196,73.55,73.26,73.85,1626,1623,1629,827,393477,46380,439857,
SD,2020-07-06,163,161,164,50.19,43.15,57.22,324,308,340,97,77198,7105,84303,
TN,2020-07-06,1893,1832,1953,74.82,66.81,82.82,2530,2447,2613,653,852463,52155,904618,
TX,2020-07-06,6770,6711,6830,65.21,63.51,66.92,10382,10322,10442,2655,2598622,200557,2799179,
UT,2020-07-06,570,529,612,55.69,41.76,69.62,1024,964,1085,190,358028,25469,451063,
VA,2020-07-06,1291,1278,1304,63.86,60.31,67.42,2021,1981,2061,1853,661399,66102,727501,
VT,2020-07-06,64,61,66,46.07,39.58,52.56,138,134,142,56,67259,1253,83564,
WA,2020-07-06,880,853,908,50.05,44.93,55.16,1759,1726,1792,1359,708943,39055,747998,
WI,2020-07-06,1031,986,1075,53.85,46.08,61.61,1914,1856,1972,803,588913,35230,784115,
WV,2020-07-06,555,550,559,66.83,64.62,69.04,830,821,839,95,185539,3442,188981,
WY,2020-07-06,44,44,44,44.44,42.31,46.58,99,97,101,20,33693,1675,55330,
AK,2020-07-07,122,122,122,45.99,45.94,46.04,266,266,266,17,130234,1186,131420,
AL,2020-07-07,1626,1590,1661,85.72,80.19,91.25,1896,1858,1935,1033,415579,45785,460842,
AR,2020-07-07,914,875,953,66.02,57.2,74.83,1385,1338,1431,292,326143,24512,350396,
AZ,2020-07-07,1494,1479,1508,76.21,73.2,79.22,1960,1933,1987,1927,523703,105094,898487,
CA,2020-07-07,7770,7723,7817,66.42,65.14,67.71,11697,11639,11755,6448,4618596,277774,4896370,
CO,2020-07-07,929,893,964,51.11,44.4,57.81,1817,1767,1866,1696,330409,34664,444462,
CT,2020-07-07,666,666,666,47.47,47.47,47.47,1403,1403,1403,4338,490793,47033,537826,
DC,2020-07-07,432,419,445,74.61,66.84,82.38,579,560,598,561,99808,10569,110377,
DE,2020-07-07,195,195,195,66.33,66.33,66.33,294,294,294,514,116271,12414,173989,
FL,2020-07-07,6284,6204,6364,71.47,68.52,74.43,8793,8692,8893,3943,2055400,209922,2512111,
GA,2020-07-07,2379,2330,2428,75.6,70.56,80.64,3147,3082,3211,2899,885443,100470,985913,
HI,2020-07-07,173,173,173,60.76,59.24,62.27,285,282,287,19,84643,1030,100579,
IA,2020-07-07,652,603,701,54.65,41.46,67.85,1193,1136,1251,725,307269,32029,339298,
ID,2020-07-07,236,235,238,45.26,43.92,46.6,522,518,526,94,100489,8052,107925,
IL,2020-07-07,2359,2333,2384,52.59,50.16,55.01,4486,4429,4543,7273,1661382,149574,1810956,
IN,2020-07-07,1555,1525,1585,59.46,55.5,63.42,2615,2570,2660,2717,481449,48626,678639,
KS,2020-07-07,702,666,739,54.49,46.75,62.23,1289,1282,1296,280,185318,16901,202219,
KY,2020-07-07,1499,1499,1499,70.05,69.87,70.22,2140,2138,2142,602,391698,17519,409217,
LA,2020-07-07,1539,1497,1582,69.25,63,75.5,2223,2167,2279,3319,779335,68263,847598,
MA,2020-07-07,921,902,940,47.33,42.49,52.17,1946,1891,2001,8213,796422,110338,1187946,
MD,2020-07-07,1023,1017,1030,74.97,0,0,1365,1365,1365,3266,523982,70396,728660,
ME,2020-07-07,246,245,247,60.74,46.8,74.68,405,369,441,110,107466,3440,110906,
MI,2020-07-07,2139,2095,2182,69.22,64.55,73.88,3090,3030,3150,6251,1102611,73900,1176511,
MN,2020-07-07,1003,1003,1003,60.46,60.4,60.52,1659,1658,1660,1514,646114,39133,685247,
MO,2020-07-07,1717,1715,1719,58.23,57.57,58.89,2949,2937,2961,1042,410719,24629,539395,
MS,2020-07-07,702,687,717,72.94,68.29,77.6,962,946,979,1158,283431,32214,315645,
MT,2020-07-07,147,147,147,46.08,45.18,46.99,319,317,321,23,104000,1327,105327,
NC,2020-07-07,1907,1882,1932,57.08,54.84,59.33,3341,3318,3363,1420,995415,75875,1071290,
ND,2020-07-07,127,127,127,35.67,35.67,35.67,356,356,356,93,110459,3894,200236,
NE,2020-07-07,484,479,490,52.03,50.08,53.98,931,924,938,283,173027,20046,241218,
NH,2020-07-07,184,178,189,54.45,45.67,63.24,337,320,354,382,121966,5914,168570,
NJ,2020-07-07,1339,1333,1344,57.44,56.61,58.27,2331,2323,2339,15191,1386255,175083,1561338,
NM,2020-07-07,203,201,206,58.71,56.29,61.13,346,343,349,519,371515,13727,385242,
NV,2020-07-07,877,872,882,72,70.29,73.72,1218,1208,1228,548,292761,23785,408026,
NY,2020-07-07,4128,4047,4210,56.41,52.44,60.38,7318,7192,7443,24924,3946630,398237,4344867,
OH,2020-07-07,3084,3050,3118,70.05,67.74,72.35,4403,4366,4440,2970,902602,58904,961506,
OK,2020-07-07,970,951,990,64.1,60.77,67.43,1514,1507,1521,404,371798,17220,389018,
OR,2020-07-07,611,592,630,66.2,57.62,74.77,923,883,963,215,257326,10395,413189,
PA,2020-07-07,3464,3403,3525,75.98,72.12,79.84,4559,4498,4620,6787,758803,91299,850102,
RI,2020-07-07,198,178,218,83.02,57.52,108.52,238,215,262,969,146066,17204,274545,
SC,2020-07-07,1214,1214,1214,74.85,74.78,74.91,1622,1622,1622,846,397939,47352,445291,
SD,2020-07-07,137,125,149,47.7,32.84,62.56,287,270,305,98,78202,7163,85365,
TN,2020-07-07,1893,1880,1906,75.23,73.35,77.1,2516,2495,2537,665,867685,53514,921199,
TX,2020-07-07,6800,6733,6868,65.78,63.58,67.98,10337,10242,10433,2715,2673437,210585,2884022,
UT,2020-07-07,591,590,592,57.74,57.37,58.12,1023,1021,1025,194,363455,26033,458873,
VA,2020-07-07,1290,1275,1305,63.94,60.1,67.77,2018,1975,2060,1881,671559,66740,738299,
VT,2020-07-07,71,69,74,52.03,45.59,58.48,137,133,141,56,68007,1256,84664,
WA,2020-07-07,940,924,956,53.46,50.41,56.51,1758,1736,1780,1370,726298,39356,765654,
WI,2020-07-07,1068,1060,1076,55.82,54.39,57.26,1913,1902,1924,812,601012,35765,793502,
WV,2020-07-07,583,578,587,72.11,69.82,74.39,808,799,817,95,186386,3461,189847,
WY,2020-07-07,45,43,46,45.2,38.28,52.13,99,95,103,20,36078,1711,56636,
AK,2020-07-08,88,88,88,42.11,42.07,42.14,209,209,209,17,132175,1226,133401,
AL,2020-07-08,1630,1594,1665,86.09,80.54,91.64,1893,1854,1932,1058,421330,46962,467754,
AR,2020-07-08,911,872,950,66.5,57.58,75.43,1369,1323,1416,301,328760,24512,353272,
AZ,2020-07-08,1522,1509,1535,77.49,74.71,80.28,1964,1939,1989,1963,532456,108614,924637,
CA,2020-07-08,7907,7863,7951,67.43,66.25,68.61,11726,11674,11779,6562,4706707,289468,4996175,
CO,2020-07-08,923,888,959,50.96,44.23,57.68,1812,1763,1861,1704,335586,35116,451593,
CT,2020-07-08,681,681,681,48.47,48.47,48.47,1405,1405,1405,4343,498895,47108,546003,
DC,2020-07-08,412,412,412,71.53,71.53,71.53,576,576,576,564,103647,10642,114289,
DE,2020-07-08,201,201,201,68.37,68.37,68.37,294,294,294,515,116572,12462,175265,
FL,2020-07-08,6340,6260,6420,71.69,68.73,74.64,8844,8742,8946,3991,2096424,219869,2579547,
GA,2020-07-08,2382,2326,2437,76,70.12,81.88,3133,3057,3210,2922,903633,103890,1007523,
HI,2020-07-08,172,172,172,60.41,58.9,61.93,285,282,287,19,86025,1071,102118,
IA,2020-07-08,653,604,702,55.56,42.21,68.91,1175,1118,1233,735,313842,32509,346351,
ID,2020-07-08,249,248,251,47.67,46.23,49.11,523,519,527,94,102792,8539,110676,
IL,2020-07-08,2383,2356,2410,53.22,50.77,55.67,4478,4422,4534,7309,1693144,150554,1843698,
IN,2020-07-08,1574,1552,1595,62.76,59.6,65.91,2508,2471,2544,2732,486794,49063,691531,
KS,2020-07-08,702,699,706,54.5,53.39,55.62,1289,1281,1296,282,190864,17618,208482,
KY,2020-07-08,1509,1509,1509,69.38,68.93,69.83,2175,2169,2181,608,397285,17919,415204,
LA,2020-07-08,1497,1454,1540,68.46,62.1,74.81,2187,2131,2243,3339,795586,70151,865737,
MA,2020-07-08,982,963,1001,50.23,45.36,55.09,1956,1900,2011,8243,805393,110602,1207451,
MD,2020-07-08,1042,1042,1042,74.27,0,0,1403,1403,1403,3275,532247,70861,740594,
ME,2020-07-08,248,247,249,62.31,47.95,76.67,398,362,434,110,109478,3460,112938,
MI,2020-07-08,2196,2153,2240,71.37,66.69,76.05,3077,3017,3137,6262,1125452,74551,1200003,
MN,2020-07-08,1005,940,1071,61.54,47.6,75.49,1634,1535,1732,1523,653381,39589,692970,
MO,2020-07-08,1707,1705,1710,57.83,57.17,58.49,2952,2940,2965,1046,417136,25204,547352,
MS,2020-07-08,707,692,721,73.42,68.74,78.11,962,945,980,1188,283431,32888,316319,
MT,2020-07-08,139,131,147,43.63,34.43,52.82,319,307,330,23,105050,1371,106421,
NC,2020-07-08,1937,1913,1962,57.78,54.47,61.09,3353,3294,3412,1441,1019372,77310,1096682,
ND,2020-07-08,133,133,133,37.36,37.36,37.36,356,356,356,89,111868,3967,203745,
NE,2020-07-08,476,471,482,51.23,49.27,53.19,930,923,937,282,174847,20201,244586,
NH,2020-07-08,184,184,184,54.44,51.15,57.72,338,330,346,384,122579,5932,170463,
NJ,2020-07-08,1414,1410,1418,58.31,57.64,58.98,2425,2417,2433,15243,1403809,175298,1579107,
NM,2020-07-08,210,208,213,60.95,58.53,63.37,345,342,348,527,375670,14017,389687,
NV,2020-07-08,860,855,865,70.78,69.07,72.5,1215,1205,1225,553,299352,24301,420323,
NY,2020-07-08,4213,4130,4297,57.53,53.49,61.57,7323,7195,7450,24944,4003523,398929,4402452,
OH,2020-07-08,3126,3092,3160,71.11,68.78,73.43,4396,4359,4433,2991,920684,60181,980865,
OK,2020-07-08,1007,1001,1013,66.56,65.25,67.87,1513,1505,1521,407,376930,17893,394823,
OR,2020-07-08,606,579,633,65.98,53.8,78.15,919,863,974,220,261301,10605,420047,
PA,2020-07-08,3534,3503,3566,76.52,74.78,78.25,4619,4600,4638,6812,774378,92148,866526,
RI,2020-07-08,205,178,231,84.63,50.92,118.34,242,211,273,971,146066,17204,278058,
SC,2020-07-08,1230,1230,1230,75.6,75.6,75.6,1627,1627,1627,884,404931,48909,453840,
SD,2020-07-08,141,129,153,49.35,34.41,64.3,286,268,303,98,78984,7242,86226,
TN,2020-07-08,1886,1829,1943,75.08,67.98,82.18,2512,2442,2581,685,894973,55986,950959,
TX,2020-07-08,6710,6637,6784,68.57,65.99,71.15,9786,9678,9894,2813,2755743,220564,2976307,
UT,2020-07-08,604,603,604,58.92,58.58,59.27,1025,1023,1027,201,368461,26755,465902,
VA,2020-07-08,1340,1303,1377,66.55,59.9,73.2,2014,1954,2073,1905,683824,67375,751199,
VT,2020-07-08,85,85,85,61.59,61.57,61.62,138,138,138,56,68668,1258,85979,
WA,2020-07-08,921,887,955,52.72,45.45,59.99,1747,1688,1806,1384,740710,40341,781051,
WI,2020-07-08,1064,1056,1072,56.46,55.09,57.82,1885,1875,1895,814,611150,36410,810157,
WV,2020-07-08,570,565,574,70.31,68.04,72.59,810,801,819,95,190208,3707,193915,
WY,2020-07-08,40,38,41,39.9,33.01,46.79,99,95,103,21,36078,1740,57707,
AK,2020-07-09,80,80,80,38.28,38.28,38.28,209,209,209,17,134471,1273,135744,
AL,2020-07-09,1543,1508,1577,85.22,79.62,90.83,1810,1773,1847,1068,421330,49174,467754,
AR,2020-07-09,910,862,958,65.64,54.38,76.9,1386,1323,1449,309,338609,26052,364661,
AZ,2020-07-09,1524,1513,1536,77.31,74.71,79.9,1972,1948,1996,2038,540390,112671,949463,
CA,2020-07-09,7921,7875,7966,66.57,65.29,67.86,11898,11835,11960,6711,4781935,296499,5078434,
CO,2020-07-09,914,869,960,50.59,42.05,59.13,1807,1747,1868,1706,341615,35525,460925,
CT,2020-07-09,708,708,708,50.28,50.28,50.28,1408,1408,1408,4348,511233,47209,558442,
DC,2020-07-09,444,444,444,77.22,77.22,77.22,575,575,575,568,105244,10679,115923,
DE,2020-07-09,197,197,197,67.01,67.01,67.01,294,294,294,517,117674,12531,177316,
FL,2020-07-09,6307,6226,6387,75.61,72.47,78.76,8341,8238,8444,4111,2124680,228759,2626323,
GA,2020-07-09,2335,2280,2390,75.26,69.32,81.19,3102,3026,3179,2930,920660,106727,1027387,
HI,2020-07-09,172,172,172,60.43,58.91,61.94,285,282,287,19,88058,1094,104186,
IA,2020-07-09,681,632,730,58.07,44.81,71.32,1174,1116,1231,739,321419,33240,354659,
ID,2020-07-09,257,256,259,49.11,47.67,50.56,524,520,528,98,105651,8969,113958,
IL,2020-07-09,2372,2346,2399,53.13,50.7,55.56,4465,4410,4520,7329,1728306,151572,1879878,
IN,2020-07-09,1700,1679,1721,66.65,63.05,70.26,2550,2503,2597,2739,492717,49575,703050,
KS,2020-07-09,710,701,719,54.95,52.97,56.94,1291,1285,1297,282,190864,17618,208482,
KY,2020-07-09,1528,1528,1528,71.44,70.98,71.91,2139,2133,2144,612,405014,18245,423259,
LA,2020-07-09,1495,1452,1538,67.89,61.58,74.21,2202,2146,2258,3355,808146,71994,880140,
MA,2020-07-09,994,975,1014,50.52,45.69,55.36,1968,1913,2024,8268,814864,110897,1225191,
MD,2020-07-09,1042,976,1108,72.97,58.31,87.63,1428,1346,1511,3288,541134,71447,755713,
ME,2020-07-09,249,248,250,62.09,47.86,76.33,401,365,437,111,112272,3486,115758,
MI,2020-07-09,2244,2192,2297,72.16,66.7,77.61,3110,3042,3179,6271,1148490,75063,1223553,
MN,2020-07-09,1016,1015,1016,62.85,62.72,62.99,1616,1615,1617,1528,665277,40163,705440,
MO,2020-07-09,1724,1722,1726,58.37,57.71,59.04,2953,2941,2965,1051,428826,25999,563325,
MS,2020-07-09,723,708,739,74.99,69.97,80.01,965,946,984,1204,291213,33591,324804,
MT,2020-07-09,146,138,154,45.88,36.76,55.01,318,306,330,25,107299,1466,108765,
NC,2020-07-09,1918,1893,1942,54.46,51.25,57.67,3521,3460,3582,1461,1042462,79349,1121811,
ND,2020-07-09,130,130,130,36.52,36.52,36.52,356,356,356,89,113779,4066,209551,
NE,2020-07-09,476,470,481,51.24,49.28,53.21,928,921,935,282,177410,20425,248882,
NH,2020-07-09,182,176,188,53.8,48.09,59.5,338,330,346,386,123676,5952,172485,
NJ,2020-07-09,1380,1375,1386,57.28,56.49,58.07,2410,2402,2418,15268,1425177,175541,1600718,
NM,2020-07-09,203,201,206,58.96,56.54,61.39,345,342,348,533,381630,14251,395881,
NV,2020-07-09,880,875,885,72.55,70.82,74.28,1213,1203,1223,571,304874,24904,434217,
NY,2020-07-09,4203,4119,4287,57.4,53.27,61.52,7322,7191,7454,24959,4068503,399513,4468016,
OH,2020-07-09,3045,3012,3079,69.8,67.48,72.12,4363,4326,4400,3006,941212,61331,1002543,
OK,2020-07-09,960,955,965,63.12,61.93,64.31,1521,1513,1529,410,383258,18496,401754,
OR,2020-07-09,592,567,617,64.63,52.93,76.32,916,862,971,224,265450,10817,427834,
PA,2020-07-09,3556,3522,3589,77.2,75.26,79.13,4606,4581,4631,6848,787156,92867,880023,
RI,2020-07-09,205,178,232,85.15,51.33,118.96,241,210,272,974,147894,17243,281535,
SC,2020-07-09,1216,1216,1216,74.37,74.37,74.37,1635,1635,1635,905,413074,50691,463765,
SD,2020-07-09,138,132,144,48.63,37.96,59.29,284,267,302,101,79974,7336,87310,
TN,2020-07-09,1889,1833,1946,75.14,68.05,82.23,2514,2445,2584,710,915123,57591,972714,
TX,2020-07-09,6725,6651,6799,68.23,65.67,70.8,9855,9747,9964,2918,2839959,230346,3070305,
UT,2020-07-09,636,635,636,61.12,60.77,61.47,1040,1038,1042,205,373801,27356,473562,
VA,2020-07-09,1325,1310,1340,66.14,62.26,70.02,2004,1962,2045,1937,699932,67988,767920,
VT,2020-07-09,88,88,88,65.19,65.19,65.19,135,135,135,56,69608,1272,87373,
WA,2020-07-09,953,919,987,54.51,47.23,61.78,1748,1689,1808,1394,752147,41403,793550,
WI,2020-07-09,1060,1051,1069,55.45,53.84,57.06,1912,1900,1924,816,623554,37210,828148,
WV,2020-07-09,610,605,615,75.4,72.6,78.2,809,798,820,95,193363,3826,197189,
WY,2020-07-09,36,33,39,36.03,23.85,48.22,99,94,104,21,37271,1774,58874,
AK,2020-07-10,90,90,90,43.06,43.06,43.06,209,209,209,17,140608,1323,141931,
AL,2020-07-10,1502,1467,1538,83.22,77.4,89.03,1805,1767,1844,1104,441708,50508,491600,
AR,2020-07-10,928,880,976,67.45,55.97,78.93,1376,1312,1440,313,338609,26803,364661,
AZ,2020-07-10,1533,1483,1582,76.25,68.53,83.96,2010,1954,2067,2082,552319,116892,975259,
CA,2020-07-10,8012,7970,8055,66.64,65.53,67.75,12023,11973,12074,6851,4871440,304297,5175737,
CO,2020-07-10,913,877,948,50.63,43.67,57.59,1803,1750,1856,1724,349670,36191,472300,
CT,2020-07-10,692,692,692,49.18,49.18,49.18,1407,1407,1407,4348,511174,47287,558461,
DC,2020-07-10,474,474,474,80.48,80.48,80.48,589,589,589,568,110141,10743,120884,
DE,2020-07-10,203,203,203,69.05,69.05,69.05,294,294,294,517,120056,12652,180062,
FL,2020-07-10,6331,6251,6412,75.16,72.04,78.27,8424,8322,8527,4203,2177476,240009,2711279,
GA,2020-07-10,2407,2351,2463,76.81,70.85,82.78,3134,3057,3212,2965,943514,111211,1054725,
HI,2020-07-10,161,161,161,52.86,51.62,54.09,305,302,307,19,89465,1130,106431,
IA,2020-07-10,687,638,736,58.67,45.4,71.93,1171,1113,1228,743,328264,33984,362248,
ID,2020-07-10,268,267,270,51.42,49.96,52.87,522,518,526,100,108650,9428,117390,
IL,2020-07-10,2379,2354,2404,53.48,51.17,55.79,4449,4397,4502,7345,1759976,152899,1912875,
IN,2020-07-10,1686,1664,1708,66.11,62.15,70.08,2550,2497,2602,2748,500262,50300,715415,
KS,2020-07-10,700,691,709,54.17,52.04,56.3,1292,1284,1300,284,199168,18611,217779,
KY,2020-07-10,1407,1350,1464,66.33,58,74.66,2121,2055,2188,620,413240,18670,431910,
LA,2020-07-10,1522,1479,1565,69.62,63.27,75.98,2186,2130,2242,3380,830612,74636,905248,
MA,2020-07-10,991,972,1010,50.54,45.69,55.4,1960,1905,2016,8296,827506,111110,1243451,
MD,2020-07-10,1054,988,1120,72.4,58.02,86.77,1456,1374,1539,3303,549153,71910,769011,
ME,2020-07-10,238,237,239,59.35,44.92,73.78,401,363,439,111,114907,3499,118406,
MI,2020-07-10,2244,2197,2290,72.14,67.21,77.07,3110,3047,3173,6285,1171120,75685,1246805,
MN,2020-07-10,1013,1001,1025,62.93,60.58,65.28,1610,1596,1623,1533,685058,40767,725825,
MO,2020-07-10,1699,1697,1701,57.61,56.95,58.27,2949,2937,2961,1051,428826,25999,576537,
MS,2020-07-10,731,716,746,74.85,70.13,79.57,977,959,995,1215,295690,34622,330312,
MT,2020-07-10,146,138,154,45.79,36.69,54.9,319,307,330,28,110585,1593,112178,
NC,2020-07-10,1930,1902,1958,52.59,50.09,55.08,3670,3636,3705,1479,1069281,81331,1150612,
ND,2020-07-10,136,136,136,39.31,38.99,39.62,346,346,346,89,115442,4150,214889,
NE,2020-07-10,461,455,466,49.96,47.97,51.95,922,915,929,284,180391,20623,252902,
NH,2020-07-10,176,172,181,52.17,44.01,60.33,338,321,355,387,125078,5973,175092,
NJ,2020-07-10,1386,1370,1402,56.39,54.6,58.18,2458,2450,2466,15299,1448530,175980,1624510,
NM,2020-07-10,205,201,210,59.54,55.12,63.96,345,338,352,539,389032,14549,403581,
NV,2020-07-10,885,867,903,74.16,70.33,77.99,1193,1182,1204,579,309583,25908,446609,
NY,2020-07-10,4205,4122,4288,57.51,53.38,61.63,7313,7178,7447,24968,4141275,400299,4541574,
OH,2020-07-10,3049,3013,3086,69.46,66.99,71.93,4390,4351,4429,3032,963959,62856,1026815,
OK,2020-07-10,964,945,984,63.15,59.84,66.45,1527,1519,1535,416,391982,19092,411074,
OR,2020-07-10,577,552,602,63.28,51.5,75.05,912,857,966,230,270887,11188,437771,
PA,2020-07-10,3544,3512,3576,76.68,74.95,78.4,4622,4603,4641,6880,804764,93876,898640,
RI,2020-07-10,203,176,230,84.06,50.28,117.85,241,210,272,976,149343,17312,285282,
SC,2020-07-10,1226,1221,1231,76.97,76.23,77.72,1593,1593,1593,929,422816,52419,475235,
SD,2020-07-10,125,119,131,44.36,33.77,54.95,283,265,300,107,81141,7401,88542,
TN,2020-07-10,1827,1765,1890,72.5,64.65,80.36,2520,2443,2598,723,935029,59546,994575,
TX,2020-07-10,6851,6777,6925,69.79,67.2,72.38,9817,9708,9925,3013,2921598,240111,3161709,
UT,2020-07-10,661,661,662,63.59,63.23,63.95,1040,1038,1042,207,379704,28223,481905,
VA,2020-07-10,1334,1320,1347,65.76,62.05,69.47,2028,1987,2069,1958,712446,68931,781377,
VT,2020-07-10,81,79,82,58.09,53.41,62.78,139,136,142,56,70988,1277,89352,
WA,2020-07-10,961,926,996,55.02,47.58,62.46,1747,1687,1807,1409,765402,42375,807777,
WI,2020-07-10,1063,1054,1072,55.76,54.16,57.35,1906,1894,1918,821,635411,38099,847824,
WV,2020-07-10,580,576,585,71.79,69.49,74.08,808,800,817,95,197220,3983,201203,
WY,2020-07-10,37,34,41,38.08,24.94,51.22,98,93,104,21,38077,1790,59800,
AK,2020-07-11,92,88,97,44.21,36.89,51.53,209,203,215,17,141990,1386,143376,
AL,2020-07-11,1482,1447,1518,82.98,77.03,88.94,1786,1746,1826,1114,450073,51947,501367,
AR,2020-07-11,862,823,901,62.91,53.35,72.47,1370,1316,1425,313,342846,26803,369649,
AZ,2020-07-11,1534,1512,1555,76.59,72.14,81.04,2002,1960,2045,2151,564060,119930,998781,
CA,2020-07-11,7958,7915,8001,66.94,65.79,68.08,11889,11837,11941,6945,4963351,312344,5275695,
CO,2020-07-11,924,879,969,51.4,42.86,59.94,1798,1736,1860,1725,355512,36591,481350,
CT,2020-07-11,672,672,672,47.76,47.76,47.76,1407,1407,1407,4348,511101,47287,558388,
DC,2020-07-11,441,441,441,74.24,74.24,74.24,594,594,594,568,113249,10801,124050,
DE,2020-07-11,192,192,192,65.31,65.31,65.31,294,294,294,517,121372,12743,184699,
FL,2020-07-11,6358,6279,6436,72.23,69.35,75.12,8801,8703,8900,4301,2220788,250283,2788787,
GA,2020-07-11,2400,2332,2468,76.83,69.75,83.92,3124,3034,3214,2996,958572,114401,1072973,
HI,2020-07-11,169,169,169,55.49,53.57,57.42,305,301,308,19,91076,1158,108406,
IA,2020-07-11,681,632,730,58.21,44.93,71.49,1171,1113,1228,748,333714,34647,368361,
ID,2020-07-11,259,257,260,49.55,48.1,51,522,518,526,101,112421,9928,121640,
IL,2020-07-11,2322,2287,2358,51.9,48.8,55,4475,4407,4543,7369,1791126,154094,1945220,
IN,2020-07-11,1540,1502,1578,59.94,54.92,64.95,2569,2516,2623,2756,507067,51079,728990,
